filename,name,xmin,xmax,ymin,ymax
levle0_128.jpg,fore,2317,2447,2175,2290
levle0_128.jpg,fore,2378,2532,1876,1983
levle0_129.jpg,fore,2317,2440,2014,2144
levle0_130.jpg,fore,2547,2654,910,1033
levle0_131.jpg,fore,1704,1804,2995,3163
levle0_131.jpg,fore,1581,1696,2359,2481
levle0_132.jpg,fore,2317,2440,2658,2834
levle0_133.jpg,fore,2325,2432,2681,2796
levle0_134.jpg,fore,2202,2355,2773,2872
levle0_135.jpg,fore,1965,2110,1700,1868
levle0_135.jpg,fore,2555,2662,1853,2006
levle0_135.jpg,fore,2286,2409,2305,2412
levle0_136.jpg,fore,1198,1329,773,918
levle0_137.jpg,fore,2049,2202,2336,2504
levle0_138.jpg,fore,2279,2440,2274,2435
levle0_139.jpg,fore,1643,1781,2826,2926
levle0_139.jpg,fore,1489,1612,2872,3002
levle0_14.jpg,fore,283,302,368,396
levle0_140.jpg,fore,1122,1229,2152,2259
levle0_141.jpg,fore,2394,2547,2198,2320
levle0_141.jpg,fore,2562,2677,2320,2474
levle0_141.jpg,fore,2240,2371,1608,1730
levle0_142.jpg,fore,2148,2286,1991,2167
levle0_143.jpg,fore,2463,2555,420,550
levle0_143.jpg,fore,2286,2432,389,520
levle0_144.jpg,fore,2210,2325,1922,2045
levle0_145.jpg,fore,2378,2524,2083,2236
levle0_145.jpg,fore,2271,2409,2474,2619
levle0_146.jpg,fore,1957,2095,2949,3079
levle0_146.jpg,fore,1474,1612,2336,2466
levle0_146.jpg,fore,1443,1612,2451,2604
levle0_147.jpg,fore,2325,2432,880,1010
levle0_148.jpg,fore,1742,1850,2274,2389
levle0_149.jpg,fore,1106,1267,1547,1692
levle0_15.jpg,fore,1474,1574,2688,2765
levle0_150.jpg,fore,1558,1704,2121,2282
levle0_150.jpg,fore,1742,1819,2052,2152
levle0_151.jpg,fore,1329,1451,2037,2167
levle0_152.jpg,fore,1781,1880,1953,2068
levle0_153.jpg,fore,961,1076,2857,2979
levle0_153.jpg,fore,968,1099,2297,2389
levle0_153.jpg,fore,1420,1520,1999,2160
levle0_154.jpg,fore,1558,1696,489,650
levle0_155.jpg,fore,2309,2417,2014,2175
levle0_156.jpg,fore,807,945,1830,1976
levle0_156.jpg,fore,677,784,2091,2244
levle0_157.jpg,fore,723,830,1102,1248
levle0_157.jpg,fore,1972,2079,2213,2359
levle0_158.jpg,fore,1114,1306,2435,2589
levle0_158.jpg,fore,692,861,2274,2397
levle0_159.jpg,fore,1030,1191,2336,2543
levle0_16.jpg,fore,1329,1489,2627,2788
levle0_160.jpg,fore,708,853,2819,2972
levle0_160.jpg,fore,807,968,2719,2842
levle0_160.jpg,fore,654,738,2911,3025
levle0_161.jpg,fore,2509,2631,2397,2497
levle0_161.jpg,fore,2148,2317,2842,2972
levle0_161.jpg,fore,1926,2087,2865,3033
levle0_162.jpg,fore,1949,2072,780,887
levle0_162.jpg,fore,1620,1765,2589,2719
levle0_163.jpg,fore,1397,1551,2811,2956
levle0_163.jpg,fore,1405,1528,2190,2336
levle0_164.jpg,fore,800,930,2121,2282
levle0_164.jpg,fore,1091,1267,2366,2543
levle0_164.jpg,fore,1367,1543,2857,3041
levle0_165.jpg,fore,1765,1896,2045,2183
levle0_165.jpg,fore,1627,1773,2305,2451
levle0_165.jpg,fore,2072,2164,2558,2719
levle0_166.jpg,fore,853,991,2282,2428
levle0_167.jpg,fore,1068,1229,2796,2956
levle0_168.jpg,fore,1443,1581,2788,2926
levle0_169.jpg,fore,409,555,1608,1753
levle0_17.jpg,fore,285,313,90,126
levle0_17.jpg,fore,338,379,148,190
levle0_17.jpg,fore,304,330,255,288
levle0_17.jpg,fore,289,328,199,237
levle0_170.jpg,fore,1283,1459,1983,2198
levle0_170.jpg,fore,1283,1489,2251,2382
levle0_171.jpg,fore,532,685,2167,2290
levle0_172.jpg,fore,2148,2271,2267,2420
levle0_172.jpg,fore,2807,2884,2144,2297
levle0_172.jpg,fore,1206,1313,3163,3286
levle0_172.jpg,fore,1390,1497,3225,3301
levle0_173.jpg,fore,1811,1949,1654,1769
levle0_174.jpg,fore,1022,1198,2627,2803
levle0_174.jpg,fore,1329,1451,1891,2014
levle0_175.jpg,fore,700,823,1363,1524
levle0_175.jpg,fore,639,769,1669,1845
levle0_176.jpg,fore,1382,1566,2665,2857
levle0_177.jpg,fore,601,700,1608,1746
levle0_178.jpg,fore,1558,1712,2819,2972
levle0_179.jpg,fore,1267,1390,665,796
levle0_179.jpg,fore,2340,2440,1784,1907
levle0_18.jpg,fore,205,231,341,365
levle0_18.jpg,fore,187,206,388,417
levle0_180.jpg,fore,578,723,1554,1700
levle0_181.jpg,fore,861,999,2175,2297
levle0_182.jpg,fore,738,869,1845,1953
levle0_182.jpg,fore,647,715,2091,2221
levle0_182.jpg,fore,731,861,2083,2167
levle0_183.jpg,fore,1359,1497,2351,2489
levle0_184.jpg,fore,715,892,1723,1868
levle0_184.jpg,fore,670,823,1983,2137
levle0_185.jpg,fore,2585,2723,2160,2328
levle0_185.jpg,fore,1083,1290,2466,2635
levle0_185.jpg,fore,1758,1934,2259,2443
levle0_186.jpg,fore,1076,1252,2213,2412
levle0_186.jpg,fore,1137,1290,2711,2880
levle0_187.jpg,fore,1053,1244,1830,1991
levle0_188.jpg,fore,2271,2417,2819,2979
levle0_188.jpg,fore,2555,2731,2152,2389
levle0_189.jpg,fore,2478,2647,2160,2366
levle0_189.jpg,fore,2148,2378,2474,2688
levle0_189.jpg,fore,1037,1214,1853,2083
levle0_189.jpg,fore,800,953,251,443
levle0_189.jpg,fore,991,1122,221,443
levle0_19.jpg,fore,157,180,32,53
levle0_19.jpg,fore,88,100,262,281
levle0_19.jpg,fore,130,149,252,271
levle0_190.jpg,fore,792,938,420,558
levle0_190.jpg,fore,524,731,2481,2711
levle0_192.jpg,fore,853,1007,2129,2297
levle0_193.jpg,fore,2133,2325,2497,2612
levle0_193.jpg,fore,2639,2754,2566,2750
levle0_194.jpg,fore,409,547,2512,2727
levle0_194.jpg,fore,823,922,2757,2956
levle0_194.jpg,fore,708,846,2098,2305
levle0_194.jpg,fore,1643,1811,2857,2964
levle0_195.jpg,fore,1375,1566,1914,2060
levle0_196.jpg,fore,769,968,2175,2366
levle0_197.jpg,fore,1505,1627,2987,3148
levle0_197.jpg,fore,1528,1658,259,458
levle0_197.jpg,fore,1673,1980,137,382
levle0_198.jpg,fore,1198,1420,114,282
levle0_198.jpg,fore,700,953,658,926
levle0_198.jpg,fore,1919,2102,2964,3056
levle0_2.jpg,fore,2570,2746,2313,2474
levle0_2.jpg,fore,2233,2409,2842,2979
levle0_2.jpg,fore,2187,2363,2979,3133
levle0_20.jpg,fore,55,75,102,128
levle0_20.jpg,fore,35,54,37,57
levle0_20.jpg,fore,91,109,79,100
levle0_202.jpg,fore,1827,1942,1999,2152
levle0_202.jpg,fore,1643,1796,1056,1248
levle0_203.jpg,fore,1704,1865,2251,2397
levle0_203.jpg,fore,1260,1382,1041,1179
levle0_203.jpg,fore,1390,1551,2972,3140
levle0_204.jpg,fore,2286,2409,2397,2520
levle0_204.jpg,fore,2524,2700,2389,2558
levle0_205.jpg,fore,1597,1788,3056,3255
levle0_205.jpg,fore,731,915,2075,2259
levle0_205.jpg,fore,1551,1704,320,481
levle0_206.jpg,fore,1742,1903,2489,2589
levle0_207.jpg,fore,647,769,2474,2696
levle0_209.jpg,fore,2049,2233,2596,2765
levle0_209.jpg,fore,2079,2187,2068,2282
levle0_21.jpg,fore,325,509,1064,1248
levle0_21.jpg,fore,355,524,1845,2006
levle0_210.jpg,fore,1696,1834,2359,2543
levle0_210.jpg,fore,1543,1666,2627,2757
levle0_211.jpg,fore,869,991,1631,1799
levle0_212.jpg,fore,1566,1658,2420,2604
levle0_212.jpg,fore,1934,2102,1156,1294
levle0_213.jpg,fore,1168,1237,1240,1355
levle0_213.jpg,fore,2217,2325,2573,2681
levle0_214.jpg,fore,1260,1459,2259,2374
levle0_214.jpg,fore,1237,1397,2098,2229
levle0_215.jpg,fore,1198,1329,1907,2022
levle0_215.jpg,fore,1160,1375,2022,2267
levle0_216.jpg,fore,1505,1704,2964,3071
levle0_216.jpg,fore,1796,1988,3041,3133
levle0_217.jpg,fore,1696,1788,3125,3324
levle0_217.jpg,fore,1888,2072,3087,3209
levle0_218.jpg,fore,1099,1283,3255,3424
levle0_218.jpg,fore,578,738,2075,2251
levle0_219.jpg,fore,1244,1397,2895,3064
levle0_219.jpg,fore,1076,1206,3056,3225
levle0_22.jpg,fore,1765,1857,2458,2573
levle0_22.jpg,fore,2118,2279,2236,2412
levle0_220.jpg,fore,1007,1191,2359,2550
levle0_220.jpg,fore,1352,1551,3148,3340
levle0_220.jpg,fore,907,1053,3002,3225
levle0_221.jpg,fore,861,961,3110,3248
levle0_221.jpg,fore,899,1045,3033,3133
levle0_222.jpg,fore,2217,2386,2458,2650
levle0_223.jpg,fore,2187,2394,2328,2535
levle0_223.jpg,fore,1367,1551,2949,3171
levle0_224.jpg,fore,95,107,105,125
levle0_224.jpg,fore,59,76,110,120
levle0_224.jpg,fore,136,155,119,136
levle0_225.jpg,fore,2042,2112,1818,1932
levle0_225.jpg,fore,1937,1998,1590,1678
levle0_225.jpg,fore,2235,2349,2152,2301
levle0_225.jpg,fore,1919,2016,1950,2003
levle0_226.jpg,fore,2507,2612,1196,1310
levle0_226.jpg,fore,1700,1849,1731,1915
levle0_227.jpg,fore,2447,2624,1899,2045
levle0_228.jpg,fore,631,754,2129,2313
levle0_229.jpg,fore,700,846,2474,2627
levle0_229.jpg,fore,654,838,2650,2765
levle0_229.jpg,fore,654,777,2788,2895
levle0_229.jpg,fore,915,1053,2803,2941
levle0_23.jpg,fore,1543,1696,2888,3064
levle0_23.jpg,fore,1443,1566,2336,2435
levle0_230.jpg,fore,2348,2455,1240,1370
levle0_230.jpg,fore,2034,2156,2412,2596
levle0_230.jpg,fore,2501,2708,2389,2596
levle0_231.jpg,fore,2355,2516,2060,2221
levle0_232.jpg,fore,1873,2049,1914,2037
levle0_233.jpg,fore,1313,1474,1301,1409
levle0_234.jpg,fore,1352,1436,3271,3347
levle0_235.jpg,fore,2371,2486,1677,1815
levle0_235.jpg,fore,2432,2547,2328,2520
levle0_236.jpg,fore,984,1106,1286,1393
levle0_238.jpg,fore,2516,2631,2650,2819
levle0_238.jpg,fore,409,578,941,1079
levle0_238.jpg,fore,2662,2746,2535,2665
levle0_239.jpg,fore,792,930,1516,1692
levle0_239.jpg,fore,1168,1359,2229,2443
levle0_239.jpg,fore,1221,1375,2474,2612
levle0_24.jpg,fore,1543,1666,2397,2481
levle0_24.jpg,fore,1367,1551,2466,2566
levle0_24.jpg,fore,1696,1834,2964,3179
levle0_240.jpg,fore,1773,1896,972,1163
levle0_240.jpg,fore,1804,1934,673,834
levle0_240.jpg,fore,1390,1566,2435,2581
levle0_240.jpg,fore,1781,1980,2619,2796
levle0_241.jpg,fore,1329,1497,711,956
levle0_241.jpg,fore,1160,1321,2964,3232
levle0_242.jpg,fore,1329,1489,2160,2328
levle0_242.jpg,fore,1696,1834,2029,2167
levle0_243.jpg,fore,876,961,704,773
levle0_244.jpg,fore,715,784,2742,2926
levle0_244.jpg,fore,1244,1420,2995,3202
levle0_245.jpg,fore,647,800,826,926
levle0_245.jpg,fore,463,616,1868,2098
levle0_246.jpg,fore,2087,2248,2688,2773
levle0_246.jpg,fore,2171,2271,2412,2550
levle0_246.jpg,fore,2578,2700,1700,1930
levle0_247.jpg,fore,1489,1627,3087,3271
levle0_247.jpg,fore,1390,1474,3064,3217
levle0_247.jpg,fore,1244,1336,3041,3163
levle0_247.jpg,fore,1359,1474,3217,3355
levle0_247.jpg,fore,1758,1896,3286,3401
levle0_248.jpg,fore,1014,1175,2819,2972
levle0_248.jpg,fore,1068,1267,2987,3140
levle0_249.jpg,fore,1834,1988,3033,3225
levle0_25.jpg,fore,1221,1329,2918,3117
levle0_25.jpg,fore,1030,1152,2382,2558
levle0_250.jpg,fore,1857,2049,2888,3110
levle0_251.jpg,fore,1773,1949,2083,2267
levle0_252.jpg,fore,1551,1719,2780,2888
levle0_252.jpg,fore,1804,1980,2696,2834
levle0_252.jpg,fore,1375,1543,3056,3248
levle0_253.jpg,fore,1221,1367,2091,2259
levle0_255.jpg,fore,1237,1397,1807,1983
levle0_255.jpg,fore,1620,1727,2083,2259
levle0_256.jpg,fore,1428,1612,2956,3209
levle0_257.jpg,fore,1313,1474,3064,3209
levle0_258.jpg,fore,1053,1191,3202,3363
levle0_259.jpg,fore,1229,1428,3171,3324
levle0_26.jpg,fore,1489,1589,1792,1991
levle0_260.jpg,fore,2953,3106,2359,2481
levle0_261.jpg,fore,1643,1781,2872,3033
levle0_261.jpg,fore,1336,1397,3010,3156
levle0_261.jpg,fore,2003,2087,420,535
levle0_263.jpg,fore,1850,1972,2029,2206
levle0_264.jpg,fore,1857,2011,2098,2259
levle0_264.jpg,fore,861,961,2060,2221
levle0_265.jpg,fore,1298,1443,2504,2696
levle0_266.jpg,fore,1129,1244,2389,2566
levle0_266.jpg,fore,1367,1482,2037,2190
levle0_267.jpg,fore,1765,1919,3171,3317
levle0_268.jpg,fore,478,608,1922,2098
levle0_268.jpg,fore,746,838,2137,2244
levle0_268.jpg,fore,2248,2432,1056,1225
levle0_269.jpg,fore,562,708,2604,2757
levle0_269.jpg,fore,853,976,2581,2719
levle0_269.jpg,fore,945,1091,2443,2589
levle0_27.jpg,fore,1781,1972,2995,3140
levle0_270.jpg,fore,1597,1712,2328,2451
levle0_270.jpg,fore,1643,1788,2750,2926
levle0_271.jpg,fore,164,286,1868,2022
levle0_271.jpg,fore,72,187,1041,1209
levle0_271.jpg,fore,700,869,2466,2658
levle0_272.jpg,fore,1781,1857,956,1102
levle0_272.jpg,fore,1168,1321,2865,2964
levle0_273.jpg,fore,1183,1413,2796,2918
levle0_273.jpg,fore,1796,1988,788,987
levle0_274.jpg,fore,1198,1321,711,842
levle0_274.jpg,fore,1965,2072,1301,1424
levle0_275.jpg,fore,1827,1988,3163,3355
levle0_275.jpg,fore,2486,2677,2366,2543
levle0_276.jpg,fore,2539,2685,2336,2535
levle0_276.jpg,fore,1696,1827,2573,2742
levle0_276.jpg,fore,2256,2394,2305,2458
levle0_277.jpg,fore,1658,1796,2198,2343
levle0_277.jpg,fore,1191,1344,2213,2351
levle0_277.jpg,fore,961,1083,2320,2520
levle0_278.jpg,fore,2072,2225,2543,2765
levle0_278.jpg,fore,2608,2762,1271,1455
levle0_278.jpg,fore,2532,2708,2734,2819
levle0_279.jpg,fore,2394,2585,1501,1638
levle0_279.jpg,fore,1819,2041,2382,2581
levle0_279.jpg,fore,1306,1482,3087,3248
levle0_28.jpg,fore,1880,2041,3071,3217
levle0_280.jpg,fore,2302,2532,1592,1707
levle0_280.jpg,fore,2394,2631,1769,1845
levle0_280.jpg,fore,1811,2072,2382,2665
levle0_281.jpg,fore,1666,1850,3079,3248
levle0_282.jpg,fore,1306,1543,2895,3102
levle0_283.jpg,fore,1712,1903,2780,2934
levle0_284.jpg,fore,2325,2424,2037,2183
levle0_285.jpg,fore,2394,2562,2183,2397
levle0_286.jpg,fore,1405,1581,2374,2535
levle0_286.jpg,fore,1597,1750,2313,2489
levle0_287.jpg,fore,1466,1620,2351,2512
levle0_288.jpg,fore,1551,1788,2497,2688
levle0_288.jpg,fore,1459,1681,2213,2435
levle0_289.jpg,fore,938,1114,2160,2290
levle0_289.jpg,fore,884,1030,2259,2489
levle0_290.jpg,fore,1758,1903,1799,1960
levle0_290.jpg,fore,2079,2256,1746,1976
levle0_290.jpg,fore,1880,2049,2167,2351
levle0_290.jpg,fore,1627,1834,2497,2658
levle0_291.jpg,fore,961,1214,2351,2543
levle0_291.jpg,fore,1267,1397,2489,2704
levle0_292.jpg,fore,1267,1459,2481,2704
levle0_292.jpg,fore,1183,1267,2711,2849
levle0_292.jpg,fore,1819,1942,2114,2244
levle0_293.jpg,fore,1229,1543,2612,2872
levle0_293.jpg,fore,846,991,2504,2681
levle0_293.jpg,fore,1145,1298,2880,3125
levle0_294.jpg,fore,1344,1612,2665,2911
levle0_294.jpg,fore,1352,1581,3056,3179
levle0_295.jpg,fore,1168,1260,2535,2711
levle0_295.jpg,fore,961,1122,2160,2343
levle0_295.jpg,fore,1911,2018,2068,2229
levle0_296.jpg,fore,1183,1375,650,796
levle0_296.jpg,fore,2225,2394,1815,1968
levle0_297.jpg,fore,1758,1873,2504,2780
levle0_298.jpg,fore,1788,1880,2037,2213
levle0_298.jpg,fore,1237,1359,3048,3186
levle0_299.jpg,fore,1857,1980,1999,2091
levle0_299.jpg,fore,1405,1566,2236,2389
levle0_3.jpg,fore,140,171,264,302
levle0_3.jpg,fore,142,176,327,371
levle0_3.jpg,fore,264,291,528,554
levle0_300.jpg,fore,1528,1712,2566,2757
levle0_301.jpg,fore,1535,1658,2075,2221
levle0_302.jpg,fore,1627,1781,2244,2428
levle0_302.jpg,fore,2355,2555,711,887
levle0_303.jpg,fore,2233,2394,1707,1891
levle0_304.jpg,fore,2248,2371,1822,1953
levle0_304.jpg,fore,1581,1727,2183,2328
levle0_305.jpg,fore,1873,2018,2297,2412
levle0_305.jpg,fore,2057,2194,2274,2458
levle0_306.jpg,fore,2271,2463,1631,1776
levle0_306.jpg,fore,1965,2011,2290,2458
levle0_307.jpg,fore,2340,2501,1838,1976
levle0_308.jpg,fore,1489,1566,3056,3217
levle0_309.jpg,fore,1934,2064,1025,1156
levle0_31.jpg,fore,1788,1934,2581,2765
levle0_310.jpg,fore,1068,1260,2029,2221
levle0_310.jpg,fore,2332,2478,2558,2711
levle0_311.jpg,fore,1114,1237,2091,2190
levle0_311.jpg,fore,1298,1428,2137,2251
levle0_311.jpg,fore,1949,2125,3117,3240
levle0_312.jpg,fore,1045,1175,1002,1171
levle0_312.jpg,fore,2018,2125,750,872
levle0_312.jpg,fore,616,754,1133,1301
levle0_312.jpg,fore,2072,2194,1064,1225
levle0_313.jpg,fore,1873,2018,1079,1194
levle0_313.jpg,fore,1689,1888,819,926
levle0_313.jpg,fore,1811,1942,2443,2612
levle0_314.jpg,fore,1597,1704,2987,3087
levle0_314.jpg,fore,723,830,650,780
levle0_315.jpg,fore,2578,2739,2022,2175
levle0_315.jpg,fore,1888,2018,3071,3202
levle0_316.jpg,fore,662,807,573,704
levle0_317.jpg,fore,692,945,2934,3071
levle0_317.jpg,fore,1214,1382,3102,3278
levle0_318.jpg,fore,1865,2049,3071,3232
levle0_319.jpg,fore,1857,2018,1263,1401
levle0_319.jpg,fore,478,723,2221,2343
levle0_32.jpg,fore,1719,1880,2451,2619
levle0_32.jpg,fore,1972,2141,2075,2267
levle0_320.jpg,fore,2141,2332,2849,2972
levle0_320.jpg,fore,1482,1635,3033,3156
levle0_320.jpg,fore,1689,1873,3194,3301
levle0_320.jpg,fore,2309,2478,1769,1945
levle0_321.jpg,fore,1122,1260,2880,3048
levle0_321.jpg,fore,1995,2148,1830,2098
levle0_322.jpg,fore,2394,2524,1102,1271
levle0_322.jpg,fore,1436,1620,3056,3156
levle0_323.jpg,fore,1083,1275,512,650
levle0_323.jpg,fore,1919,2141,995,1217
levle0_324.jpg,fore,1620,1796,811,972
levle0_324.jpg,fore,1214,1428,3071,3225
levle0_325.jpg,fore,1367,1451,819,956
levle0_325.jpg,fore,2057,2187,2711,2872
levle0_326.jpg,fore,1321,1459,2290,2412
levle0_327.jpg,fore,1919,2057,2788,2934
levle0_328.jpg,fore,2470,2631,2121,2343
levle0_328.jpg,fore,1673,1865,2926,3110
levle0_329.jpg,fore,2631,2784,1845,2006
levle0_33.jpg,fore,1474,1620,2688,2849
levle0_33.jpg,fore,1988,2102,2137,2305
levle0_330.jpg,fore,677,784,1983,2068
levle0_331.jpg,fore,915,1022,1753,1907
levle0_332.jpg,fore,1352,1459,2229,2389
levle0_334.jpg,fore,1574,1704,3110,3240
levle0_334.jpg,fore,1903,2079,2972,3110
levle0_335.jpg,fore,1995,2164,2351,2497
levle0_336.jpg,fore,2217,2363,2650,2757
levle0_336.jpg,fore,1183,1397,1041,1171
levle0_337.jpg,fore,2263,2371,2336,2497
levle0_338.jpg,fore,194,355,1255,1363
levle0_339.jpg,fore,1145,1267,2742,2857
levle0_339.jpg,fore,1919,2057,1930,2075
levle0_34.jpg,fore,1911,2049,2520,2642
levle0_34.jpg,fore,2524,2639,1960,2121
levle0_340.jpg,fore,1022,1137,2780,2880
levle0_340.jpg,fore,141,271,1485,1600
levle0_341.jpg,fore,2225,2348,1340,1493
levle0_342.jpg,fore,2317,2424,2290,2382
levle0_343.jpg,fore,1535,1650,2627,2780
levle0_343.jpg,fore,2026,2187,2374,2512
levle0_343.jpg,fore,738,869,1140,1271
levle0_345.jpg,fore,853,991,1133,1294
levle0_346.jpg,fore,815,884,1117,1225
levle0_346.jpg,fore,1765,1850,3117,3171
levle0_346.jpg,fore,1191,1306,3202,3317
levle0_347.jpg,fore,1420,1581,1976,2121
levle0_349.jpg,fore,2133,2286,2573,2711
levle0_35.jpg,fore,1260,1367,1186,1324
levle0_35.jpg,fore,2340,2516,681,742
levle0_35.jpg,fore,1229,1329,780,887
levle0_35.jpg,fore,2670,2754,1922,2014
levle0_350.jpg,fore,2057,2148,1715,1876
levle0_351.jpg,fore,746,884,1079,1194
levle0_351.jpg,fore,1037,1160,3248,3363
levle0_353.jpg,fore,769,892,857,1056
levle0_353.jpg,fore,624,807,1018,1271
levle0_354.jpg,fore,2064,2210,2466,2650
levle0_355.jpg,fore,2378,2539,2819,2972
levle0_355.jpg,fore,2049,2171,3079,3271
levle0_355.jpg,fore,1865,2049,3133,3317
levle0_356.jpg,fore,1336,1512,2022,2251
levle0_357.jpg,fore,1627,1719,3163,3271
levle0_357.jpg,fore,1014,1076,2665,2842
levle0_358.jpg,fore,1942,2064,1968,2075
levle0_359.jpg,fore,1704,1811,3294,3439
levle0_36.jpg,fore,2141,2210,2673,2796
levle0_36.jpg,fore,1819,1911,2665,2780
levle0_36.jpg,fore,2294,2386,2458,2596
levle0_36.jpg,fore,2830,2984,2022,2160
levle0_36.jpg,fore,2884,2999,2183,2389
levle0_360.jpg,fore,2263,2447,2673,2811
levle0_360.jpg,fore,2593,2693,2083,2213
levle0_361.jpg,fore,2746,2922,2190,2297
levle0_361.jpg,fore,1589,1704,1838,1968
levle0_362.jpg,fore,2371,2478,1784,1953
levle0_362.jpg,fore,2647,2754,2543,2688
levle0_363.jpg,fore,2194,2302,1769,1983
levle0_363.jpg,fore,2348,2501,1792,1930
levle0_364.jpg,fore,1183,1275,2106,2259
levle0_364.jpg,fore,1459,1551,2037,2190
levle0_364.jpg,fore,1896,2026,3071,3225
levle0_365.jpg,fore,508,533,193,221
levle0_366.jpg,fore,1620,1796,2811,2926
levle0_366.jpg,fore,1252,1397,2949,3071
levle0_367.jpg,fore,1666,1758,2903,3064
levle0_367.jpg,fore,1298,1405,2152,2405
levle0_368.jpg,fore,1076,1252,596,704
levle0_368.jpg,fore,1260,1443,3117,3278
levle0_37.jpg,fore,1244,1459,3125,3255
levle0_371.jpg,fore,1781,1903,3094,3202
levle0_371.jpg,fore,1336,1466,3125,3255
levle0_371.jpg,fore,2156,2233,727,842
levle0_372.jpg,fore,386,570,1868,1945
levle0_372.jpg,fore,486,662,2083,2198
levle0_372.jpg,fore,1888,2011,2964,3110
levle0_372.jpg,fore,1719,1804,3110,3194
levle0_372.jpg,fore,1551,1666,2964,3071
levle0_373.jpg,fore,670,815,2068,2221
levle0_374.jpg,fore,2524,2662,2481,2619
levle0_375.jpg,fore,1382,1482,1033,1163
levle0_375.jpg,fore,1336,1436,1186,1324
levle0_375.jpg,fore,1244,1329,1102,1248
